stemmed_tweet,label
berat bukan rindu dil ngerjain skripsi bagai alam psikologi kurang baik kata bilang tema judul yang ambil sangat cocok alam pribadi saya bisa kata iya bisa sih,sadness
maaf segala khilaf beliau masa hidup beliau pulang bulan baik moga almarhum tempat tempat baik insyaallah khusnul khatimah aamiin,sadness
sayang orang tua taat allah orang tua akan dihappyi allah sayang allah sebenarbenar balas pada orang tua jumatberkah,love
doi liat tadi mau bersihin ama doi tidakenak kali ama lain,sadness
lebaran identik baju baru masak rendang opor belanja gila2an kalau buat kurang mampu ngenes gak lihat belah belanja satu trolley,sadness
afdhskskd for the first time denger suara ketawa dreamies langsung ga nyangka,shock
ampe kalah awas kamu,anger
awak sih jd org slow mau omongin a to z asal ale bnyk makan ngga cranky berat naik udh bahagia mslh apa jd kyk ngga ibu2 bgt sih skrg,happy
kamu alay yah kamu sih 4lay ih akoh molo sih seble x bagai siram luka pakai air,anger
4 pas uda kirim si kurir telp ngeluh mager buat nganter alamat yg bener malah minta ketemu titik yg tau itu gamau susah no puter balik hrs arah sama arah kendara jalan,anger
nikmat dunia sementara indah cinta ketika indah mimpi belum erat silaturahim insyaallah bawa mati teman prof rifai selamat malam tweeps jangan lupa doa tidur,happy
sendiri tau mungkin barubaru saya rasa yg benar saya alami sana tekan saya tekan sana malu takut rasa bodoh,fear
ga nyangka pas baca tanya dua udh nyerah udah lupa2 inget sama haikyuu trs pas liat tanya tiga iseng jawab nyata bener,shock
bener final putus nya 15 juni dan sy prlu extra hati2 gunain aplikasi prjalananhotel maklum dana trbatas nyesek kl ad masalah,sadness
aku tunggu comeback kalian aku tunggu ot9 ini atau mungkin entah sampai kapan insya allah stay sama kalian exoplanet exo exocomingsoon theelyxiondot weareoneexo,love
kalau wujud adil sosial batas bangun infrastruktur cetek sekali pikir kamu jg tau infrastruktur bangun hutang miliar dollar arti,anger
mereka pernah ajar dampak negatif omong besar kata2 kasar dulu pernah politis sebut jokowi sinting muka gagas hari santri ucap bodoh nyata sumbang besar menang presiden pilpres 2014,anger
siang tadi rasa bodoh ken buah cafe mana tempat seharihari gue lewatin klo mau pulang sore begitu ken museum macan kirain mah jauh lempar kolor kantor kostan pacar hahaha ku rasa dodonk,sadness
pernah nonton ga satu video bullying coba cari dehh tuh examplenya kayak misal di bilang kamu jelek deh ga ush naik pitam bales aja yes i am a worthless human being thanks for rinding me that jamin mingkem,anger
bang ak ga nyangka trnyata mantan nenek lampir muka mulus dagu lancip lancip pensil bang,shock
astaga jam 200 coba merem aku gak ngantuk gimana,shock
astaga math 7 lembar folio mksd ny ap,shock
jorok bgt,disgust
iya hyung astaga ngerinye,shock
wowon senyum lihat laku kasih galak biasa pasti kena semprot cinta selalu bei ikan pada hari pernah absen sini aku bawain belanja wowon ambil tas belanja milik bei,love
smua org beda aq krja gin jg aq targetkrna dr keluarga yg sgt sdrhana stiap pasu aq catat n hnya perlu yg aq belisisanya dtabungsdh niat brhnti aj coba,sadness
cinta pahit ubah jadi manis cinta tembaga ubah jadi emaskarena cinta ampas ubah jd sari murni cinta pedih jadi obat,love
beuh krl jkt cikarang mah jangan tanya penuh sesak bro tugas penuh sesak gitumah ga jalan kesanakemari atuh tugas lapor gimana klo da leceh hajar ja tempat ja laku biikin rame dulu,anger
baik gubernur anies baswedan mosi tdk percaya biar lengser,anger
mungkin dulu waktu kecil mama lah lebih sering ajak cerita dongeng tahu kamu pulang papa kerja dengan wajah lelah papa selalu tanya mama kabar apa kamu laku hari,love
kalo diinget rasa masyaallah bgt ga nyangka lewatin,shock
benar tetap benar meski sedikit yang amal yang salah tetap salah meski berbondongbondong orang amal yaa muqollibal qulub tsabbit qolbi alaa diinik,happy
gak nyangka hotel ada rombong waria nginep,shock
pas baca gak nyangka banget bakal tema mafia suka banget sama detail kultur tiap tempat yg datang,shock
jadi wanita jangan suka hancur hubung orang jgn bangga hasil rusak kebahagian orang silah ga berkah bahagia hehe,anger
sama cewek yg anggep cewek yg speak up against any sexual harassment sbg laku norak sgt tanya sisterhoodnya klo sering leceh terima sbg biasa aja itu kan yg ga pny harga diri blm cewek pikir kyk kan,anger
romantis buat aing ketika laku apa harus laku buah hubung ada pasang benerbener butuh,love
jinhyuk tunduk tatap sepatu rasa takut balas minta sang puan mmaaf tidak bawa alat lukis ini,fear
bagi cinta bukan beri ungkap cinta bagaimana cara saling buat senyum nyaman bahagia dengan terima beda sifat kita milik,love
gue cuma ngobrol sama bang gian lewat direct message sampe akhir ketemu langsung ngobrol nyata dari satu sma sama cuma bang gian senior gue sekolah gak nyangka sih ketemu betul gin,shock
katak tempurung percaya tinggi hegemoni ilmu sains teknologi solusi pragmatis apolitis agam masalah indonesia bentuk dogma ideologi sila google scientism sila google arogansi alumni itb eh,sadness
jangan buat bumi menang egois eksplorasi segala kaya alam milik serakah tidak tanggung jawab selamat hari lingkung hidup dunia,sadness
bener bangett dulu awal2 masuk kerja gaji blm berapa asa ngrasa cukupcukup sj sm butuh sekarang napa kurang aja,sadness
happy 17 ribu moga betah sini maaf akun sekarang banyak nulis jorok terimakasih semua,disgust
males packing tiap mau pergi tuh plg males kalo suruh packing pgnnya bs punya tongkat sihir trus lgsg masukin barang2ny k koper dgn rapi,sadness
astaga lupa ganti dn,shock
astaga jahat banget enggak kalo ngga suka ngga enak gausah sampe buang tinggal ga makan aja kan simpel kalo aku posisi m,shock
jorok bgtt km padukaaa,disgust
baru sadar salah tag usn astaga wkwkwk,shock
jujur aja cukup yah goblok gila gw hrs sadar gw pgn segera keluar lingkar setan hidup sini byk sodara dengki n jahat sm gw ga kuat gw n utama sepupu sial cln huni neraka si lina n laki n si lita jg najiiiis lo sial,anger
bahaya mercury untung cepet sadar stop buat pakai produk2 instan sayang kulit sehat karna cantik tidak perlu putih paling utama sehat drw aman mercury ples aman,fear
brads gua ga nulis jorok nih sebel,disgust
banner jo bau banget soal,disgust
luka cinta ingat kita,sadness
ngerti sama ciwiciwi nyinyirin via vallen itu korban sexual harassment loh susah itu saling support satu sama gurlzz,anger
hari riang gembira aku mulai cuci celana jeansku tidak cuci lama minggu dengan gera sekali bilas kamu mau kan maz terima aku apa ada,happy
efek pintu tol slip arah semanggi tutup macet parah sini pak polisi bukan ngatur malah jagain jalur busway,anger
gak nyangka sunsetnya indah zcreators,shock
cundang hoi anak muda tanding belum mulai kau kata jorok gimana kalau kalah mau gelepar guling2 aceh sampe papua,disgust
anggota komite medik rs tempat sy kerja kdg bicara death case rapat komite medik bicara pasien yg tinggal dlm awat rs tidak pernah senang wlopun bukan pasien sendiri,sadness
mereka bahagia bahagia dapat tengah keluarga,happy
kamu anjak remaja kamh mulai tuntut papa dapat izin keluar malan papa sikap tegas kata boleh tahu kamu papa laku untuk jaga bagi papa kamu sesuatu sangatsangat luar biasa harga,love
kontol kamu lihat jelek kerut dr jawab twittermu kamu real life ga pernah yg mau ajak ngewe liat mas kalo dapet dm gin kesel marah gak kalo kesel brrt nasib sm mba valen,anger
masuk lingkung baru selalu serba salah takut ga punya temen takut kalau punya temen takut kecewa,fear
cinta sungguh asal hati rasa hati ungkap lewat hati di terjemah dalam bait bait puisi,love
santai pake kaos celana oblong sendal jepit ribut kuncir gantung muka kucel modal laptop sama hp jalan sendiri sudahh lengkap syekaliii,happy
temu undur mungkin besar bebas visa undur emang sih negara php tingkat tinggi,anger
ngeri sih emang akun gede followers ribu tuh kalo ngetweet yg jelek salah dikit yg hujat langsung banyak aku takut kalian unfollow aku aja please,fear
hahahaha astaga jadi kepo,shock
belai orang anak perempuan ayah jatuh sakit nyata buat si ayah tidur pulas sunbathuk cepat sembuh bapak,love
saat gue sedih lo buat gua saat gue susah lo buat gua saat gue luka lo ada buat gua emang bener lo bawa sial anjg,anger
bukan gamau gimana kalo rumah aja malem malem takut sendiri kalo udah punya anak si mending ga sepi bgt kalo sendiri terus tbtb kecoa gimana gitu kan,fear
krn jujur ga lg2 hina remehin hina sodaraw pihak mama gwada sepupu setan dengki smua si lina gw sumpahin segera mampus sok kaya belagu rasa kaya bgt kali norak ga lama lg bongkar tipu2annya mau liatin aja bakal sukses ahahhah najisin tuh sepupu,anger
mana min jwban masalah sinyal area pondok kelapa jaktim sdhkah jwbansaya gnti kartukarna device sy 22ny pakai kartu 3,anger
ngehe sekale upload video jam 11 malem jam 4 pagi baru kirim pasti server nya tadi tidur terus sekarang bangun buat sahur,sadness
astaga padahal dulu aku pernah beli dia aman2 aja,shock
terkadang harus rasa sakit cinta rasa takut hilang ada sama telah jalin buat tak pisah kamu salah satu alas aku takut hilang tak pisah staywithmetodaytomorrowforever,love
full neng dar ga nyangka sih,shock
belah mana stereotypingnya nyata coba tunjuk siapa tahu salah bicara bagus dong kalau banyak kecam makin banyak makin dengar suara benar makin bagus kalau benar kalah keras sama salah yang atas,anger
kini kemarau panjang berbarisbaris doa kau kutuk hujan barusan ku dengar tekuk lutut mu sungguh gersang hidup,sadness
1suara 5 tahun jangan harap suara jika dewan dukung bubar kpk lebih baik bubar dpr,anger
yg minta gw jadi wali baptis astaga kasi sekali calon anak baptis gw,shock
otomatis lahh gue marah gue jelasin ke temen gue kalau gue gak sedikit niat buat ngerebut pacar temen gue sendiri keak gak cowo aja hih,anger
ih ngeri edar foto luna maya jadi suzzanna bikin merinding,fear
astaga nyata kmrn ga checkout pantes ga dateng2 paket,shock
muak dg segala jorok hrs banget gitu orang tua hrs jorok padahal kondisi kenceng beda crta kalo sdh tdk bsa ngapangapain puak gak mrsa gaenak sm kita2 yg bersihin tiap hari area makan lo masuk perut bpk ya ampun pakpak kurang sabar apa sy,disgust
eh serius ga dijepang lg udh abis kontrak gimana halah mah emg gitu semua artis kpop sosor sama gila ga sayang apa duit dihambur2in buat hal2 gajelas bukan ngatur cuma itu liat bgt pamer,anger
senyum walau paksa kau khianat sahabat atas janji sumpah setia kau sdg lihat betapa bangsat dan jauh hati beri rasa sayang pada,sadness
hidup ada kata kejam mungkin anggap hidup bagai tarung arena saing kalau berfikir layak tani hidup seperti cocok tanam akan rasa antara harap takut,fear
cuma aja manusia nggak ngerti posisi si panitia sebut enak minta ganti tempat gegara maksimal nongkrong 3 jam 3 jam kurang ebuset wkakaka,anger
udah bilang kan makin kesini makin pd khawatir sama votenya trainees udh makin bagus jd pd bingung mau vote siapa yg dr awal emg udh jd fans trainee tsb ngga tebak yg bakal debut siapa,fear
jatuh cinta kenal tipe kau tak peduli fisik isi kepala kau tahu hanya jantung debar kencang bila ada dekat,love
1 jadi baru banget tadi pulang nongkrong stasiun manggarai jam 9an lumayan rame temen gw cewek pas di tangga desakdesakan pantat pegang cowok ngadu gw,sadness
sentuh tangan usap pipi lembut monika mejam mata akan rasa kasih sayang nyata yuno aku akan henti cinta,love
sukses tim ombudsman ri segala dan mohon benar fakta tindak lanjut serius tempo sesingkat2nya tidak jadi banyak masalah buat tunggu lama seolah2 mirip tunda laru,fear
kostan gue sering muncul gue sama temen gue slalu matiin muncul dan akhir akhir bakar ampe skrg ga pernah muncul takut banget sama sumpah,fear
looh kok rendah semangat lindung perempuan sih justru jadi cewek kudu tegas galak sama laki2 kek gitu block aja udahngapain share2 sampe se indonesia tau,anger
alhamdulillah banget gak nyangka sih,shock
astaga klo kayak gin bikin khawatir,shock
askmf tadi jam 10 gue beraniin buat line duluan tp sampe skrng mas takut buka lineaplkasinya gue stop jd gada notif gue takut gadibaless,fear
good looking enak liat kl jorok udh masuk bad looking bisa2 aja gw mah,disgust
the best of dongeng tidur mksh teh me purple you gbu mksh dah bikin kobam n baper malem2 mksh udh bikin aku cinta lg sm couple saat aku dah mau move on mksh dh bikin ingin punya pacar muncul makasih may allah always bless you aamiin,happy
buka bisnis sendiri sdh banyak contoh teman2nya yg jatuh tsb mr b jg ngeri dengar cerita teman2nya yg sering tengkar cekcok dg istri perihal uang keluarga kondisi skrg itu buat makin ngeri utk resign bujuk rayu setan,fear
banyak orang klub pb jaten muda anjur fokus badminton ayah ngotot saya putus masuk sma temen dwi sulistyono masuk smk lepas jarang pasang dia jarang datang latih dan sibuk ngutik motor,sadness
kok aku jatuh cinta banget sama kamu kalau poni samping sayang kalau senyum gin rela deh ngelakuin apa buat jagain senyum wajah kamu by,love
gak nyangka beomgyunya kamu,shock
aku tau gak nyangka aja abang padahal hampir janji,shock
salah satu krna utama jabat negeri suka cari cari salah lemah jabat lain bukan sama sama cari solusi bgmn bangsa bisa maju karya,sadness
kalo bab yg keluar ungu ga maap rada jorok serius w penapsaran,disgust
swrius astaga hoon gapapa ganteng ga ngurang kok,shock
xiao astaga xiao lo banner awal sampe sekarang ga mau pulang hah selalu aja kespook kek jijik bgt ama akun gue lo padahal udah bapak lo ama lakiknya plus besti baru lo si hutaw,shock
kangen bangeeet astaga,shock
hallo min kuota masih 9gb tp kok gak pakai kata kuota udah habis gmn mohon bantu,anger
suami w kentut bau banget ih kentut sok mantep banget lu lah klo gue ngga mantep kaga lu nikahin yakan auto hening kicep wkwkwkwk,disgust
lihat foto bikin ngeri alami sendiri merinding mati di depan mata,fear
nelfon cs suruh tunggu buat lapor 7 menit and still go on kabar cs cuma suruh tunggu ngapain lama banget aneh,anger
duh teman kantor udah minta tukar shift dada nelpon udah jam 9 baru nelpongue jadi bak bik buk gak jelasssmasihh aja temen yg tolol makan semua,anger
doa anik lulus tes besok surabaya bu jujur kalau ngisi materi forum utama yg sampai level dokter aku jadi bener2 takut takut salah maksud,fear
jorok,disgust
lintas waktu danilla 2017 nci panutanq liat true colornya sini tp gue suka banget kayak rada2 inspirasi sama mac demarco lagu2nya emg enak banget ga heran kmrn jadi nominee ica tp sayang saing album2 pop w suka entah mana laguland aaa,happy
umur 9thn omong kaya tante2 45thn gue lebih suka sama bocah sd masih culun polos,sadness
jodoh kalau waktu akan ketemu minggu lalu bli datang bawain kain hari emak pulang bawa kebaya bordir kasih girang krn sekarang jadi punya pasang baju cantik,happy
semangatt chingudeulll emang udh bnyk bgt nan kelas gue malah baru 2 org yg sidang gue tuh gaberani sidang nan ampe dimarahin temen2 gue h4h4h4h4 abis beneran takut yg ampe nang cupu y w,fear
o2 good morning kassy gak mau tau pokok enak parah aku cinta kassy semua lagu kassy enak enak guys ayo dengerin,love
cowo jorok,disgust
parah bgt ihhhh jorok,disgust
takut ulat nyata ku tyda sendiri aku padahal kelas ulet tas aku nang malah diceramahin guru besok kalo jadi ibu mau gitu kan orang nama takut ya sebelll bgt deh,fear
anda yg anugerah gigi rapi lahir syukur pake behel nyata lebih sakit sakit hati menurutguesih,sadness
sampe merinding hati aposeee tiap liat explore ig gue bingung deh siapa temen ig gw yg likefollow ig gw bubble bgt krn overcurated haha rem rasa kelebatan2 film g30s sama berita rusuh tv serta foto2,fear
baca dm scroll message tgl 4juli kirim bukti resi kembali ongkir tolonh dong sistem baik jgn tanya terus2an pdhl sya sudah kasih data lengkap,anger
wehh ga bs gtu jg dong kalo ganti gtu kan emg transisi tp hak nya kan tetep ssuai jobdes dong kmu puasa2 dzalim gtu pukpukk senior junioritas,anger
ngomongnya sih ayo sama sama sampek 12windu atau lebih tp gilir skrng chat ga balas telpon reject ajak ketemu bilang sibuk pokok deh juta alas kerbaushitnya kalo mau ngindarin bilang aja sih gausah gitu classic bgt anjir,anger
ga nyangka bisa nya konser s07 kemarin ga bawain lagu buat aku senyum henti harap sama radio,shock
pasti perlu khawatir rasa bosan bila laku jalan jauh pulau bal indah alam manja pandang tengah jalan ayoramaikantengananfestival,happy
duh cakep bgt yg putih inget jiwa2 jorok gue bentar kotor mah,disgust
karna manusia tadi ajar apa ia suka ajar jadi gamers hacking psycologhy tricky dalam anime gambar it ect bukan cuma rubah sikap 360 derjat gaya pakai di sekolah,love
ku bingung deh jadi fans harus jatuh idola orang sih ngga damai2 aja kek ngga kerja ngejatuh2in orang,sadness
wkwk malese talah contoh suudzon cemburu gaberani duduk belah doi kamu mikirnya tuhkan knp sih gamau belah biar ga kira nempel terus ma aq wkwkkwwk pdhl gr2 belah dah ada temen yg,happy
kau suatu besar mungkin kau lbh erti tp skrng kau cukup jadi dengar yg baik aku ibu mu sudh hampir 3 thn tak tegur sapa alas krn egois yg buat hub makin jauh aku orang yg sngt egois,sadness
kata salah satu temen rasa benar zaman sekarang baik dekat kalo butuh kenal lama kadang yg kenal udah lama gt sih hahaha,sadness
terimaaaakaasii banyaak kakk semogaaa kebaikaaan kakakk dibaless lebih akaskaksk ga nyangka bgttt akhir huwaaa,shock
haha kasihan kpd akun inibelum sembuh sakit dendamnyasepnjang hari kerja usilin aniesdikiranya anies awareegppdhl konco2nya sdh bnyk yg insafyg belumtunggu struk,anger
iya kamu lakilaki sang ambil putus kan aku ingin anggap ajak diskus minta dapat ajak cari jalan keluar sekadar tenang cemas aku ada jangan hidup sendiri,sadness
anjink ak bau banget yaallah maaf 2ru,disgust
tengok sana lumba lumba kawin mana tengok jelas kali gaada anjeng astaga kau tengok lah itu aku minus anjeng gak liat wrwrwrwrwrwrw bw kalo jd orang medan,shock
astaga wkwkwk semua uda heboh,shock
selamat siang sahabat pos kirim tsb terima sahabat terima kasih percaya guna layan fd,happy
ihhh jorok bgt msih kecil gtu ketikanny,disgust
kadang alas jadi simak abadi grup chat cuma takut abai karna abai kamu orang sudah sakit abai sama semua orang ada grup,fear
gua suka sama sodara gua sendiri itu cucu kakak ibu gua dikenalin pas sma sama kakak kelas gua sekarang udah sama2 kuliah bidang medis gua sayang parah sm,love
cayo go go hahaha tidaksemangat sangat a jenuh gila ajar sendiri kamar,sadness
ih ejis masuk dunia jorok penuh sesat diri tuh udah punya prinsip idup dahulu suujon tauuuu,disgust
keri lucu larang justru cari laku anjur suruh malah boikot kalah justru jadi amat populer jadi pahlawan khalayak ramai jaya keok celaka,anger
deg degan tuh lgsng gua gua lgsng wa cowo gua kan gua ngabarin kalo sikring rumah gua kayak yg nurunun trs gua takut eh nyata cuman ceklis 1 doang trs gua makin takut tuh lampu ga nyala2 gada yg gua hubungin,fear
ga nyangka ih udah februari aja,shock
jorok bgt njing,disgust
pindah gedung buka layan makin baik malah makin makin kira waktu cuma buat antri sini yah kira ga kerja yah buset buset,anger
kadang suka bingung sama orang seluruh hidup habis debat debat halhal sebenernya sepele buat itu yang pantas debat serahlau gw cuman terngowoh,sadness
lotus map kutuk benci banget ama map astaga,shock
hyla gw ga nyangka,shock
mau nanya dong ingat orang yg punya hutang ulang ulang baik gak sih terus di tagih jawabanya gk terus kira2 neraka no berapa yg pantas buat,fear
gak nyangka jek kayak gitu ckck,shock
main rumah temen tuh pas pipis liat cd udah merah gitu langsung izin pulang bilang dadak sakit pas sampe rumah bilang itukakak darah mah takut soal emang pas main jatuh pas liat bilang mens hue besok pe,fear
astaga aura cool nya mas bagas ketika ilang,shock
masuk bulan pertama mensive gua sama ttp msh baik2 aja gaada masalah sedikit baik ramah perhati juga orang yg erti bat gak banyak nuntut gua itu yg bikin gua sayang bat sama,love
dah lama ngikutin perwebtoonan indo lebih fokus barat sekarang tarik banget buat balik maret buat ikut kontes astaga nyangka udah rusuh begini sekarang hate commentnya,shock
nah nyetatus lah aku wa broken heart is real with thousand of heart broken emojis haha pesan selubung emang karna mas ngga kabar sejak hari ulanh tahun jumat kemaren,sadness
sukarno yg bubar masyumi lai jaleh dek ang jiang masyumi vs pki sukarno bela pki zaman si jok bos mega anak sukarno bubar hti alas sama waktu bubar masyumi,anger
kamu kalau jadi cewek jan kepo ah dweilah apansi ha apan o cukup,anger
jorok,disgust
gak butuh temen cewe yg pura2 butuh temen cowo ketika dichat jawab oh iya haha apalagi cuma diread,sadness
selamat yaa udah jadi sama gue gak nyangka ada cewek bego suka sama elo cabecabeaan,shock
gk pernah ngerasa sipaling ber attitude kok jorok banget ih ngo,disgust
hidup banyak banget simpang bingung ke arah mana satu sisi ken hidup bebas di sisi pikir kalo lama cuma mau bebas jadi orang gak,fear
sedang coba freeman mask lemonmint sumpaah muka enak beett kek adem2 lucu gmn gtttt karna mint nya mungkintp enak bet sih wkaka,happy
selamat ulang tahun tehskikuu sayang beda yg sangat jauh dulu mah aing kucel hideung enamah yah begini hahaha,happy
tanya dulu masa bikin kesel kalo sodara jauh nanya untung ga gue tanya balik kapan opname,anger
kalo gak tau cerita mending diem gak usah sok tau bikin asumsi sendiri gilir ditegor bilang becanda gilir didiemin ngelunjak ken tonjok apa,anger
gk mau ngapain toilet jorok,disgust
bagaiman kabar jantung mbakmbak yg megangin micnya udah tahun tahun dr jaman gua sma masih aja ngena heran gua mudah gua makin jatuh cinta sama canyol,love
kereta arah rangkas wkwkwkwi feel banget sih jalan jauh ini berdiritapi moga depan disiplin,sadness
gimana ga buriq ngewe aja suka tempat jorok eww,disgust
belakang bejibun yg nanya mi gimana sama si x jarang bareng sekarang mi si x kek gin kek gitu mi si x kok gin si mi si x deket sama si y well si x memang sahabat gue bukan arti segala urus si x gue tau,anger
seluruh hidup dedikasi untuk contoh bahkan saya rela kubur mimpi saya dalam demi juang cita cita nya sayang saya mau dia rasa sulit hidup apa saya lalu,love
alay posesif suka ngatur dia sendiri nglakuin itu omdo egois bad attitude and manners suka ngebandingin kalau cerita malah adu nasib insecure lebih kepedean mau menang sendiri malesan jorok pelit kasar,disgust
cerita malam mau bubar eh doi banyak tugas mau jumpa itu eh motor bawa sepupu akhirnyaaaa jumpa jam tengah 2 mata merah mukacapek ngantuk siaaaan w makasih kamu,happy
insecure males jorok gbs handle diri sendiri,disgust
banyak yg tnya nawarin knpa sih gak kerja bank sih gak daftar jdi pns blablablaaahhhjawabannya sederhana gak tarik jgn paksa makasih,anger
bau banget kak beli apa aja ongre kak titis,disgust
lebih baik diam saya bicara tak pernah dengar,anger
gimana cara ngerubah instagram story viewers kok toxic people ada urut pertama padahal buka ignya aja gapernah,anger
its like a circle of stupidity atlit gak diurusin duit buat bebenah itu biar atlit dateng luar negri nyaman sini tp atlit sendiri kurang gizi beres bebenah eh salah satu stadion rusak supporter karna tim atlit main jelek what a moron,anger
main jorok kadrun berani m3nang gak berani kalahpaling kalo lawan kadrun pasti dema demo depan kpu,disgust
indonesia milih artis ga filter dl apaya kok bs org kek yonglek gin banyak followersnya apa bagus sih gmn mau maju coba indonesia allah,anger
paham hanya dar izin tamu cerita bukan tulis baru kertas ada hanya dar cerita buku sudah bawa buku sampai halaman baik sudah habis waktu saya dan pamit,sadness
dukung orang aku tak lupa ingat tak cari muka muka bawa ingat bos hati2 awas depan api jurang yg dpt celaka piawai lah lang betapa api dn jurang jua mabfaat dalam,anger
jam 3 pagi baru balik dr lokasi pagi langsung ngerjain begini kantorbener2 karyawan dedikasi tinggi,sadness
aku dong pernah tolak sama cargloss nutrifood prop bi forisa berlico cantik jelita yg paling sakit krn cuman masalah shift yg bom ada aku tabah kok tuhan,sadness
la memang suka tpi bukan paksa lebih jijik lihat dukung banteng sama owi segala cara laku muslim bully wkwk,anger
beneran keget banget belanja lazada gak nyangka bakal secepet kirim belanja super hemat emang cuma pengirimancepat gratisongkir di lazada,shock
jadi simpul kurleb 3 bulan pakai ga nyangka bangetttt pengaruh hidup aku tiap pagi abis bangun bersin bersin lumayan kurang di bulan pertama pakai agak ngerasa lega banget nafas lewat hidung,shock
apa yg jadi aku tdk jadi orang yg selalu sedih kalo memang mungkin bukan yg ingin mu mungkin dia luar sna yg msih ingin mu,sadness
iykh astaga ngeri,shock
ih jorok emang otak gua,disgust
ygl aku takut asa makin dalam kita terus sama lebih semenjak aku tau hati yang tunggu hyung aku makin takut,fear
kalian semua asumsi tolong bijaksana jangan ngomong sanasini cari bukti ujung fitnah thanks for you guys yg udah ngertiin banget ga ngomong yg engga engga,anger
haha tiap hari kamu selalu pesona makin pesona sama aku kkk,love
laku kampung kalian mbok jangan lewat lah malu2in peak212,anger
niat hati mau regis sim card udah selesai masukin nomor nik eh malah nomor kk mana gw tau lah gblk emang kk gw megang emang gw nyimpen juga kk,anger
idihhhh manis banget astaga tuh senyum,shock
seperti sop dr bank nya bang tepat sasar kan gak semua org langgan bank inti mudah koq bukan sulit,happy
saat tak daya kuasa sempurna ku percaya mukjizat nyata bukan krn kuat roh yatuhan ku doa mukjizat nyata,love
orang oldmoney dateng kandang pakai sederhana cuma kaos oblong celana training mau keliling kandang buat milih sapi sekali transaksi capai 3 m epic beliau orang taat ibadah royal punya anak gadis nga pak,happy
good job jadwal kereta arah bogor sangat beranta harus ga ini jam gin,anger
7 juli 2018 selamat datang palembang anthomorgante afs belgia luciamontini afs italia senang akhir temu kalian welcome to palembang,happy
kun kalo ga jadi jodoh rugi banget gasie astaga cakep banget ga obatttttt,shock
lorenzo udah cukup puas lakuin yang rossi gak yaitu juara sama ducati tahun depan honda utk juara 3 pabrikan syukur2 juara dunia,happy
esbuah 5rb bolak balik gojek 20rb beli 4 es buah 20rb jadi 40rb worth it lah asli drpd kota yg jual ceban 1 aja udah jarang parah wkwkwk,happy
astaga lupa besok ulang tahun,shock
hamdulilah si fifa nyata adil wkwkwkwk so happy finally song will be played at the stadium too yipiiee,happy
kalaupun fansite ngejual hasil jepret toh uang nya lari idol beliin hadiah kan kpopers baru fansite udh dr jaman kamera bom bening skrg,anger
bung saya aku i jago komentator analis balbalan salah satu baik sini nalar logika soal harrasment via vallen dangkal picik malu betul,anger
salah satu padhilah shalat duha mudah oleh rizki tak percaya laku kalo belum percaya terus laku kamu benar benar percaya,happy
asli gak nyangka,shock
gilaa gw msih kaya ga nyangkaa ketemu bright 2 kali padaha baru bgt dateng hidup gw juga ga nyangka kangoo dinyanyiin kaya yaallahh,shock
emejing gambar gak nyangka haykal suka elsa,shock
jorok ih,disgust
sini obat sama ini ngantri dokter sudah kek mau ngantri sembako panjang bener,anger
kasih sayang rupa suatu anugrah besar hidup lebih jika telah milik orang mau beri ikhlas tulus diri,love
nama jg org sirik dengki yah gitu deh skrg mah hidup cuma bs harap tuhan yesus kasihan sm gw aja krn hidup aja singkat ginigw jg ga jahat sm orgmalah org2 pd jahat sm gw masa cuma pingin pindah kanada aja bilang ngayal tinggi omg very confused me,anger
cinta tak butuh korban saat kau rasa korban saat cinta mulai pudar wejang mbah,love
last time aku tengok maya karin kat pontianak pon dh buat aku takut makan kat meja makan sbb hantu bawah tu now munafik 2,fear
jadi hari sendiri rumah dengerin lagu pake speaker eh tbtb mati sendiri pdhl dipake smbil charge biasa klo low jg tanda gt kan rem deh abistu keinget film sabrina lalu yg blg gin,fear
selalu jatuh cinta paket lengkap orang wanita indonesia sangat inspirasi,love
liat keren banget astaga,shock
entah gue ngeri gitu sama laut lepas which is yg tengah gitu hampar luas banget aer doang ngeri abiiiss dah ga ngerti phobia bukan gue ga pernah trauma sama laut lepas aneh ngeri asli,fear
wah liat goblok kalau bgtu bangsa masa waste system tempat sampah jerman gubwagub temuin mas sy ikan konsep tangan sampah scr integrated beliau rencana sy presentasi,anger
astaga dunia wow sekali,shock
gue benci hutang jujur 100 lulus jerat neng sm dunia kalo bisnis udah pake uang kita aja belum tau laku berapa udah dahulu allah bakal abis buat nutupin tu bisnis,sadness
tiga tv series kelar tonton bas buku baca puluh folder film belum tonton flash disk jangan lupa tumpu baju bersih belum terika yan kosanlyfe,sadness
calaaa laki lu jorok bgt iiih,disgust
kemudian kau datang buat jatuh cinta ku coba hempas samasama jauh kemudian temu lagilagi merakan jauh love sekian kali,love
askmf serius nanya kucing kalo bangun jamberapa aku ngambil anak kucing jalan trs aku umpetin bawah kolong kursi karna takut tau bunda takut bsk pagi bunda bangun malah buang anak kucing,fear
besok padahal uas statmat doa bukan buat uas xixixi aku syukur negeri damai aku beri sempat terus cari ilmu jenjang yg sekarang coba kalo indonesia kek suriah ga mungkin seleha leha,happy
astaga aku iseh ngantok bro,shock
astaga twitku gak lewat tl,shock
